,,,
السلوك الاجتماعي,التحكم بالذات والشخصية,الأمانة,(1) يحدث أحيانا أن يستولي على ممتلكات غيره.
السلوك الاجتماعي,التحكم بالذات والشخصية,الأمانة,(2) يستعير ممتلكات غيره بدون استئذان لكنه يعيدها.
السلوك الاجتماعي,التحكم بالذات والشخصية,الأمانة,(3) لا يأخذ ممتلكات غيره بدون استئذان.
السلوك الاجتماعي,التحكم بالذات والشخصية,الأمانة,(4) يشجع الاخرين على أن يكونوا أمناء.
السلوك الاجتماعي,التحكم بالذات والشخصية,الثقه ( الى اي درجة يعتمد عليه ويوثق به ، هل يعتمد ويوثق به ),(0) لا يمكن الإعتماد عليه حتى في مهمه محددة
السلوك الاجتماعي,التحكم بالذات والشخصية,الثقه ( الى اي درجة يعتمد عليه ويوثق به ، هل يعتمد ويوثق به ),(1) يمكن ان يقوم بمهمات بسيطة تحت اشراف مباشر
السلوك الاجتماعي,التحكم بالذات والشخصية,الثقه ( الى اي درجة يعتمد عليه ويوثق به ، هل يعتمد ويوثق به ),(2) يمكن ان يقوم بمهمات بسيطه تحت اشراف عام
السلوك الاجتماعي,التحكم بالذات والشخصية,الثقه ( الى اي درجة يعتمد عليه ويوثق به ، هل يعتمد ويوثق به ),(3) يمكن الاعتماد عليه بأن يؤدي المهمات كما حددت له
السلوك الاجتماعي,التحكم بالذات والشخصية,الثقه ( الى اي درجة يعتمد عليه ويوثق به ، هل يعتمد ويوثق به ),(4) يمكن الإعتماد عليه بأن يؤدي المهمات دون ان يذكر بما يجب عمله
السلوك الاجتماعي,التحكم بالذات والشخصية,التقبل من الرفاق,(0)مرفوض من رفاقه أو أنهم يتجنبونه
السلوك الاجتماعي,التحكم بالذات والشخصية,التقبل من الرفاق,(1) يوجد تقبلا عند عدد قليل من الرفاق.
السلوك الاجتماعي,التحكم بالذات والشخصية,التقبل من الرفاق,(2) يجد تقبلا من مجموعة الرفاق.
السلوك الاجتماعي,التحكم بالذات والشخصية,التقبل من الرفاق,(3)يجد تقبلا عند الرفاق غير القريبين ولكن ضمن دائرة غير واسعة.
السلوك الاجتماعي,التحكم بالذات والشخصية,التقبل من الرفاق,(4) يتقبله الرفاق ويرحبون به
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,(المواصلات ) التصرف في سيارة أو باص، ووسائل المواصلات,(0) يتصرف بشكل غير لائق
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,(المواصلات ) التصرف في سيارة أو باص، ووسائل المواصلات,(1) يتصرف بشكل لائق عندما يكون تحت رقابة مباشرة ومستمرة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,(المواصلات ) التصرف في سيارة أو باص، ووسائل المواصلات,(2) يحسن التصرف بموجب توجيهات لفظية.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,(المواصلات ) التصرف في سيارة أو باص، ووسائل المواصلات,(3) حسن التصرف من روتينه.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,(المواصلات ) التصرف في سيارة أو باص، ووسائل المواصلات,(4) يشجع الاخرين على التصرف الائق.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,التصرف في الأماكن العامة,(0) يتصرف بشكل غير لائق
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,التصرف في الأماكن العامة,(1) يتصرف بشكل لائق تحت رقابة أو إشراف مباشر.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,التصرف في الأماكن العامة,(2) يتصرف بشكل لائق إذا كان تحت إشراف عام.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,التصرف في الأماكن العامة,(3) يحسن التصرف.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,التصرف في الأماكن العامة,(4) يشجع الاخرين على التصرف الائق.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,المشاركة في النشاط الاجتماعي,(0) يفسد نشاط الجماعة أو أنه منطو على نفسه
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,المشاركة في النشاط الاجتماعي,(1) يشارك ولكنه لا يستمتع بالمشاركة أو أنه يظل على بعد من الجماعة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,المشاركة في النشاط الاجتماعي,(2)يمكن أن يستمتع إذا أمكن إقناعه بالمشاركة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,المشاركة في النشاط الاجتماعي,(3) يستمتع بالمشاركة في نشاط الرفاق.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,المشاركة في النشاط الاجتماعي,(4) يساهم في نجاح المجموعة في الخبرات الإجتماعية
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,الرحلات,(0) لا يمكن أخذه في رحلة أو نزهة
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,الرحلات,(1) يمكن أخذه في رحلات ولكنه يحتاج إلى مراقبة شخص مباشرة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,الرحلات,(2) يمكن أخذه ولكنه يحتاج إلى إشراف.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,الرحلات,(3) يمكن أخذه في رحلات ويستجيب بشكل جيد لتوجيهات الجماعة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,الرحلات,(4) يعطي المثل الجيد لرفاقه
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,نمط الجلوس,(0 )لا يبقى جالسا في المواقف الإجتماعية
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,نمط الجلوس,(1) يجلس لفترات قصيرة فقط.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,نمط الجلوس,(2) يجلس بهدوء ولكن بشكل غير لائق
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,نمط الجلوس,(3) يجلس بشكل لائق في مواقف معينة(مضبوطة) في الصف مثلا
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,نمط الجلوس,(4) يجلس بشكل لائق في مختلف المواقف الاجتماعية
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تحية الأصحاب والرفاق,(0 )لا يحيي رفاقه وأصحابه
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تحية الأصحاب والرفاق,(1)يحيي رفاقه عندما ينبه.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تحية الأصحاب والرفاق,(2) يحيي رفاقه استجابة( ردا على ) تحيتهم له فقط.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تحية الأصحاب والرفاق,(3)يحيي رفاقه بشكل الئق.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تحية الأصحاب والرفاق,(4) يحيي بحرارة تتناسب مع الموقف
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,مجاملة الزوار,(0)يتصرف بشكل غير لائق بحضور الزوار
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,مجاملة الزوار,(1)يتصرف بشكل لائق فقط بالتوجيه المناسب.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,مجاملة الزوار,(2)يتصرف بشكل لائق لكن يحتاج إلى بعض التذكير.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,مجاملة الزوار,(3)يحسن التصرف مع الزوار ويجعلهم يشعرون بأنهم مرحب بهم.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,مجاملة الزوار,(4)يحسن التصرف ويشجع الاخرين على التصرف الائق
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تقبل القرارات الجماعية,(0) يرفض أن يتقبل قرارات المجموعة أو أنه لا يعيها.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تقبل القرارات الجماعية,(1) يتقبل قرارات المجموعة دون أن يفكر فيها.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تقبل القرارات الجماعية,(2)يتقبل القرارات المجموعة إذا وافق عليها شخص ذو سلطة أو(معلم)
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تقبل القرارات الجماعية,(3) يتقبل القرارات التي حسب تفسيره لها أنها صحيحة.
السلوك الاجتماعي,المشاركة والآداب الإجتماعية,تقبل القرارات الجماعية,(4) يتقبل قرارات المجموعة ويشجع الاخرين بالرغم من استيائها الشخصي منها
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,"استخدام الأدوات, الملعقة، الشوكة، السكين",(0) لايستطيع أن يستخدم الملعقة والادوات الاخرى كالسكين والشوكة لإطعام نفسه.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,"استخدام الأدوات, الملعقة، الشوكة، السكين",(1) يستخدم الملعقة والأدوات الأخرى لإطعام نفسه بشيء من الصعوبة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,"استخدام الأدوات, الملعقة، الشوكة، السكين",(2)يستخدم الملعقة والأدوات الأخرى لإطعام نفسه الأطعمه اللينة بدون صعوبة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,"استخدام الأدوات, الملعقة، الشوكة، السكين",(3)يستخدم الملعقة والأدوات الأخرى لإطعام نفسه معظم الأطعمه بدون صعوبة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,"استخدام الأدوات, الملعقة، الشوكة، السكين",(4) يتحكم باستخدام الملعقة والأدوات الأخرى لإطعام نفسه كافة الاطعمة
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,السوائل,(0) لا يمكنه أن يشرب من كوب أو فنجان بدون أن يسكب منه شيء على الأرض
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,السوائل,(1) يمكنه أن يشرب من كأس أو فنجان عندما يكون هناك شخص اخر يمسك به.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,السوائل,(2) يمكنه أن يمسك بنفسه الكأس أو الفنجان ولكن أحيانا ينسكب منه شيء عندما يشرب.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,السوائل,(3) يمكنه أن يشرب من كأس أو فنجان بدون صعوبة ويمكنه أن يستخدم أنبوبة(مصاصة) المشروبات الخفيفه
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,السوائل,(4) يمكنه تناول السوائل والشراب من أنواع الكؤوس والفناجين بكل سهولة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الوجبات الرئيسية ( كالغذاء ),(0) يتناول فترات وجبة( الغذاء ) . نظام او ترتيب
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الوجبات الرئيسية ( كالغذاء ),(1) يتناول فترات الوجبة بالترتيب المناسب عندما يذكر بها.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الوجبات الرئيسية ( كالغذاء ),(2)يتناول فترات الوجبة بترتيب ملائم لكنه يحتاج إلى تذكير أحيانا.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الوجبات الرئيسية ( كالغذاء ),(3) يتناول فترات الوجبة بالترتيب المناسب.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الوجبات الرئيسية ( كالغذاء ),(4) يتناول فترات الوجبة بالترتيب المقبول حتى عندما تضاف فترات جديدة
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,عادات النظافة في تناول الطعام,(0) لا يراعي النظافة أثناء تناول الطعام.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,عادات النظافة في تناول الطعام,(1) يراعي النظافة بمساعدة مباشرة وتوجيه.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,عادات النظافة في تناول الطعام,(2) يراعي النظافة ولكنه يحتاج الى التوجيه والكلام
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,عادات النظافة في تناول الطعام,(3) يراعي النظافة بشكل مقبول أثناء تناوله أنواعا مختلفة من الأطعمه
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,عادات النظافة في تناول الطعام,(4) لديه القدرة على التصرف الائق في جميع المواقف التي تستلزم النظافة أثناء تناول الطعام.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,خلع المعطف والألبسة المماثلة,(0) لايستطيع أن يخلع معطفه والألبسة المماثلة بنفسه وان يتعاون مع الشخص الذي يخلعه عنه.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,خلع المعطف والألبسة المماثلة,(1) يمكنه أن يخلع معطفه والألبسة المماثلة عندما لا تكون أزرارها مطبقة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,خلع المعطف والألبسة المماثلة,(2) يخلع معطفه والألبسه المماثلة ويلبسها ولكن يحتاج إلى مساعدة مباشرة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,خلع المعطف والألبسة المماثلة,(3) يخلع معطفه والألبسة المماثلة ويلبسها ولكنه يحتاج إلى توجيه لفظي.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,خلع المعطف والألبسة المماثلة,(4) يخلع معطفه والألبسة المماثلة ويرتديها بنفسه بكل سهولة وبدون مساعدة
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الازرار والسحاب,(0) لا يمكنه تطبيق(تزرير) الازرار الأمامية
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الازرار والسحاب,(1) يمكنه أن يطبق الازرار لوحده من العرى الأمامية.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الازرار والسحاب,(2) يستطيع أن يطابق اثنتين من الفتحات الأمامية
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الازرار والسحاب,(3) يمكنه أن يطبق ثلاث فتحات اماميه
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,الازرار والسحاب,(4) يمكنه أن يطبق جميع الفتحات سواء كانت أمامية أو جانبية أو خلفية
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ارتداء أنواع الأحذية,(0) لا يستطيع أن يلبس الحذاء ولا يتعاون مع الشخص الذي يلبسه الحذاء.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ارتداء أنواع الأحذية,(1) يستطيع أن يلبس الحذاء ولكن يحتاج إلى مساعدة مباشرة وتوجيهات لفظية.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ارتداء أنواع الأحذية,(2) يستطيع أن يلبس الحذاء بشكل ملائم ولكن يحتاج إلى توجيهات لفظية.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ارتداء أنواع الأحذية,(3) يستطيع ربط حذاؤه بدون مساعدة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ارتداء أنواع الأحذية,(4) يستطيع أن يلبس الحذاء بسهولة
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ربط الحذاء,(0) لا يستطيع أن يربط حذاؤه حتى وإن قدمت له مساعدة مباشرة وتوجيهات لفظية.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ربط الحذاء,(1) يستطيع أن يربط حذاؤه فقط إذا أعطي مساعدة مباشرة وتوجيهات لفظية.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ربط الحذاء,(2) يستطيع ربط حذاؤه ولكنه يحتاج إلى توجيه لفظي.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ربط الحذاء,(3) يستطيع ربط حذاؤه بدون مساعدة.
العناية بالذات,الوظائف الإستقلالية المتعلقة بالطعام واللباس,ربط الحذاء,(4) يستطيع أن يربط الرباط بسهولة ويتقن عملية ربط الحذاء.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,استعمال المرحاض,(0) لا يعلن عن حاجته ولا يجعلها معروفة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,استعمال المرحاض,(1) يعلن عن حاجته ولكن في كثير من الاحيان بعد فوات الوقت لتجنب الحوادث.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,استعمال المرحاض,(2)يعلن عن حاجته ويتجنب الحوادث.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,استعمال المرحاض,(3)يستخدم المرحاض بشكل مناسب.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,استعمال المرحاض,(4)يتوقع الحاجة ويستخدم المرحاض بشكل لائق
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,العناية بنظافة الجسم,(0)لا يعرف كيف يغسل وجهه ويديه ويعتني بنظافة أسنانه بنفسه.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,العناية بنظافة الجسم,(1)يغسل وجهه ويديه ويعتني بنظافة أسنانه ولكن يحتاج إلى مساعدة مباشرة مع التوجيه الفردي .
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,العناية بنظافة الجسم,(2)يغسل وجهه ويديه ويعتني بنظافة أسنانه بشكل مقبول عندما يطلب منه.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,العناية بنظافة الجسم,(3)يغسل وجهه ويديه ويعتني بنظافة أسنانه بشكل كاف بدون مساعدة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,العناية بنظافة الجسم,(4)يغسل وجهه ويديه ويعتني بنظافة أسنانه بشكل كاف ويلاحظ نظافتها
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,"العناية بالمضاهر الاخرى ( الشعر , والأظافر , والحذاء )",(0)غير قادر على تمشيط شعره، وتلميع حذائه والاعتناء بأظافره.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,"العناية بالمضاهر الاخرى ( الشعر , والأظافر , والحذاء )",(1)قادر على تمشيط شعره، وتلميع حذائه والاعتناء بأظافره ولكنه يحتاج إلى مساعدة مباشرة وتوجيه لفظي.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,"العناية بالمضاهر الاخرى ( الشعر , والأظافر , والحذاء )",(2)يمكنه تمشيط شعره، وتلميع حذائه والاعتناء بأظافره ولكنه يحتاج إلى توجيه لفظي.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,"العناية بالمضاهر الاخرى ( الشعر , والأظافر , والحذاء )",(3)يمكنه تمشيط شعره، وتلميع حذائه والاعتناء بأظافره بدون مساعدة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,"العناية بالمضاهر الاخرى ( الشعر , والأظافر , والحذاء )",(4)قادر على تمشيط شعره بطريقة جذابة، وتلميع حذائه والاعتناء بأظافره بدون مساعدة، ويلاحظ هذه المظاهر كلها.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الترتيب والهندام,(0) لا يستطيع أن يهتم بهندامه وترتيبه.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الترتيب والهندام,(1)يصلح هندامه وترتيبه بمساعدة مباشرة مع الإيعاز بالكلام.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الترتيب والهندام,(2)يمكنه أن يصلح هندامه ويرتب نفسه بالتوجيه اللفظي.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الترتيب والهندام,(3)يمكنه أن يعتني بترتيبه وهندامه بدون مساعدة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الترتيب والهندام,(4)يرتب نفسه وهندامه ويلاحظ نفسه بدقة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الممرات والأدرج,(0)خطر على نفسه وعلى الآخرين.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الممرات والأدرج,(1)تصرفاته مأمونة عندما يكون تحت رقابة مباشرة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الممرات والأدرج,(2)تصرفاته مأمونة عندما تكون هنالك رقابة عامة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الممرات والأدرج,(3)يستخدم الممرات والأدراج بطريقة مأمونة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الممرات والأدرج,(4)يشجع الآخرين على التصرف المأمون عند صعود الأدرج أو السير في الممرات.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الوعي للألخطار والدفاع عن النفس,(0)ليس واعيا للمخاطر ولا يقوم بأي محاولة لحماية نفسه حتى عندما ينبه.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الوعي للألخطار والدفاع عن النفس,(1)يكون واعيا للمخاطر ولا يحاول حماية نفسه عندما ينبه باستمرار.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الوعي للألخطار والدفاع عن النفس,(2)يدرك وجود الخطر ويحمي نفسه جزئيا ولكنه يحتاج إلى تذكير أحيانا.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الوعي للألخطار والدفاع عن النفس,(3)يبدي وعيا لألخطار في بيئته ويحمي نفسه بشكل ملائم.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الوعي للألخطار والدفاع عن النفس,(4)يحذر الاخرين من أجل أن يتجنبوا الخطر ويساعد الآخرين على تجنب الاخطار
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,قطع الشارع,(0)ليس واعيا للأخطار في قطع الشارع.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,قطع الشارع,(1)يقف عند مقطع الشارع ولكن يجب أن يمسك من يده عندما يقطع الشارع.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,قطع الشارع,(2)يقطع الشارع بسلامة عندما يكون مصحوبا مع الاخرين.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,قطع الشارع,(3)يتطلع في جميع الإتجاهات ويقطع الشارع عندما يكون خاليا.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,قطع الشارع,(4)يمكن أن يساعد الآخرين في قطع الشارع
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الحماية من المخاطر المنزلية (الادوات الحادة، الكهرباء، السموم(,(0)ليس لديه أية معرفة عن التعامل مع الادوات الحادة والسموم والكهرباء.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الحماية من المخاطر المنزلية (الادوات الحادة، الكهرباء، السموم(,(1)يستطيع أن يستعمل الأدوات الحادة بمساعدة مباشرة وتوجيه لفظي ويدخل وصلة كهربائية إلى مكانها ويميز المواد التي يقال عنها أنها سامة كالكاز والمبيدات الحشرية.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الحماية من المخاطر المنزلية (الادوات الحادة، الكهرباء، السموم(,(2)يحتاج إلى توجيه لفظي باستخدام الأدوات الحادة وتمييز المواد السامة.
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الحماية من المخاطر المنزلية (الادوات الحادة، الكهرباء، السموم(,(3)يستخدم الأدوات الحادة بشكل مأمون، ويستعمل الأدوات الكهربائية بطريقة آمنة وسليمة ويدرك ويميز المزاد السامة
العناية بالذات,الوظائف الاستقلالية المتعلقة بالسلامة العامة والنظافة,الحماية من المخاطر المنزلية (الادوات الحادة، الكهرباء، السموم(,(4)يحث الاخرين على ملاحظة قواعد السلامة في استخدام الادوات الكهربائية والادوات الحادة.
الإتصال,المهارات السمعية والتعبيرية غير اللفظية,التعبير بالإشارة,(0) لا يمكن أن يعبر عن نفسه باليد أو بتعابير الوجه.
